FOODSTORE_ID,FOODSTORE_NAME,FOOD_CATEGORY,FOOD_CATEGORY_TAG,TAG_AGE,TAG_GENDER,TAG_STORE,WORKING_TIME,store_num,ADDRESS,area,img_url,Latitude,longitude,menu_NameSearch,menu_PriceSearch
26827374,매니멀스모크하우스,맥엔치즈,23,20대,여,주차,매일 12:00 ~ 22:00,02-790-6788,서울 용산구 녹사평대로40길 47,이태원동,"https://mp-seoul-image-production-s3.mangoplate.com/619788_1589163634081740.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5345329,126.9884624,"TwoMeats플래터,ThreeMeat플래터,Manimal 플래터,Pit Master Platter","43,000/53,000/119,8000/159,800"
939585270,BAR CHAM,전통주,24,40대,남자,맛,"월,수,목,금,토,일 18:00~24:00",02-6402-4750,서울 종로구 자하문로7길 34,통인동,https://mp-seoul-image-production-s3.mangoplate.com/360523/54142_1664629654994_41260,37.5791401,126.9703789,"천안,제주두번째,안동두번째","19,000/18,000/19,000"
764081800,그곁,전통주,24,50대,여자,서비스,"월,수,목,금,토,일 18:00~01:00",02-417-8666,서울 송파구 오금로18길 14 1층,송파동,https://mp-seoul-image-production-s3.mangoplate.com/431254/689765_1645886288868_43701,37.5097703,127.1102655,"탕,육회,감자전","23,000/24,000/18,000"
22875062,누룩나무,전통주,24,30대,남자,분위기,월~토 16:00 ~ 00:30,02-722-3398,서울 종로구 인사동16길 16,관훈동,"https://mp-seoul-image-production-s3.mangoplate.com/957883_1624087093544869.jpg?fit=around|738:738&crop=738:738;*,*&output-format=jpg&output-quality=80",37.5754024,126.9840834,"전통주,죽력고,한산불곡소주","20,000/150,000/79,000"
2025231268,차차밀로,전통주,24,20대,여자,분위기,화~금 17:00 ~ 02:00,02-6085-7082,서울 마포구 동교로38길 33-12 2층,연남동,https://mp-seoul-image-production-s3.mangoplate.com/804901_1661485624843403.jpg,37.5616545,126.9262614,"소갈비찜,수비드항정수육,전통주","29,000/19,000/8,000"
384592680,에빗,전통주,24,60대,남자,맛,화~금 18:00 ~ 23:00,070-4231-1022,서울 강남구 도곡로23길 33 1층,역삼동,https://mp-seoul-image-production-s3.mangoplate.com/862856_1623973991543265.jpg,37.4943872,127.038683,"숏디너,롱디너","150,000/180,000"
1548662565,강남명전,전통주,24,30대,남자,가격,매일 16:30 ~ 02:30,070-4348-3371,서울 서초구 강남대로65길 12,서초동,https://mp-seoul-image-production-s3.mangoplate.com/1161853_1626446022064847.jpg,37.5005171,127.0247389,"감자전,김치전,묵사발,조개탕","17,000/12,000/9,000/23,000"
1931169507,주점금붕어,전통주,24,30대,남자,가격,화~토 18:00 ~ 24:00,010-8206-1135,서울 송파구 송파대로14길 6 2층,문정동,"https://mp-seoul-image-production-s3.mangoplate.com/2091186_1647909965190640.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.4834588,127.1246437,"원조닭구이,치즈파구이,우삼겹파채라면","16,000/12,000/6,000"
2050651457,구들,전통주,24,40대,여자,분위기,월~토 17:30 ~ 22:00,0507-1485-1592,서울 강남구 선릉로155길 26 3층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/446568/801015_1664539437201_65342?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5257798,127.0375902,"구들차림상,삼합육회,곶감치즈말이,가리비관자전,전복전","59,000/21,000/14,000/22,000/7,000"
2036183426,산울림1992,전통주,24,50대,남,서비스,화~목 17:00 ~ 00:00,02-334-0118,서울 마포구 서강로9길 60,창전동,https://mp-seoul-image-production-s3.mangoplate.com/584169_1547481003643862.jpg,37.5546472,126.9305382,"한우 육사시미,치즈 감자전,먹물 오징어 튀김,수비드 된장 맥적,매운 쭈꾸미 볶음","26,000/22,000/20,000/28,000/26,000"
16044048,동학주점,전통주,24,60대,남,분위기,매일 17:00 ~ 04:00,02-872-6107,서울 관악구 대학5길 29 1층,신림동,"https://mp-seoul-image-production-s3.mangoplate.com/386088/842440_1617197134310_27586?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.4693725,126.9395207,"고기전,해물파전,오뎅탕,골뱅이무침.낙지볶음","10,000/14,000/12,000/17,000/17,000"
11190567,뽕나무쟁이 선릉본점,고기,1,10~19,male,분위기,매일 12:00 ~ 02:00,02-558-9279,서울 강남구 역삼로65길 31,대치동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDD55F90555784A2785F18C6E8644C477,37.5032081,127.0520175,"모둠족발(중),뽕.족발(중),양념.족발(중),모둠족발(대),모둠족발(특대)","42,000/40,000/40,000/47,000/65,000"
26572124,울프강스테이크하우스,고기,1,10~19,female,분위기,영업시간 매일 10:00 ~ 22:00,02-556-8700,서울 강남구 선릉로152길 21 영인빌딩 1층,청담동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC3975D0CEE164D53A00599A2C80839D3,37.5244959,127.0414758,"머쉬룸스프,울프강샐러드,포터하우스스테이크(100g),프라임뉴욕채끝등심스테이크(100g),그릴연어스테이크with아스파라거스,독일식포테이토","20,000/25,000/31,000/29,000/49,000/18,000"
19880897,새벽집 청담점,고기,1,10~19,male,분위기,매일 00:00 ~ 24:00,02-546-5739,서울 강남구 도산대로101길 6,청담동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1925DF3B4F693C0322,37.5255609,127.0528661,"꽃등심(150g),양념갈비(260g),불고기(200g),샤브샤브(160g),육회(200g)","72,000/72,000/38,000/38,000/38,000"
19351143,삼원가든,고기,1,10~19,female,맛,영업시간 월~토 11:30 ~ 22:00 ,02-548-3030,서울 강남구 언주로 835,신사동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB121F8DCC3B841948DC0870E36C5AC7E,37.5250635,127.0326329,"삼원전통양념갈비,한우갈비(양념/생),한우특생갈비,한우불고기,삼원냉면(물/비빔/온),삼원갈비탕","55,000/110,000/150,000/45,000/19,000/19,000"
12435058,리북집 논현직영점,고기,1,10~19,male,서비스,영업시간 월~토 11:00 ~ 00:30,02-540-8589,서울 강남구 학동로2길 45 1층,논현동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F125992504F6A94811E,37.5087163,127.0236029,"족발(앞발),냉채족발(특미),매운족발(미니족),보쌈,쟁반국수,해물파전","38,000/38,000/35,000/38,000/12,000/15,000"
2011092566,두껍삼 역삼직영점,고기,1,10~19,female,주차,영업시간 월~금 11:00 ~ 22:00 ,1670-3592,서울 강남구 테헤란로8길 17 1~3층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2128C7E4FC6D4A0DB1E5B1132EDD2B2D,37.4978745,127.0321016,"한우스페셜,숙성삼겹살(150g),숙성목살(150g),숙성목살불고기(180g),숙성가브리살(130g),숙성항정살(130g)","165,000/19,000/19,000/21,000/21,000/21,000"
741391811,육전식당 4호점,고기,1,10~19,female,분위기,영업시간 월~토 11:30 ~ 21:30 ,02-3452-6373,서울 강남구 테헤란로8길 11-4 1층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A,37.4980538,127.0319862,"목살(150g),삼겹살(150g),항정살(150g),육전돼지불백,육전떡갈비,육전묵사발","17,000/17,000/19,000/9,000/11,000/7,000"
27512695,길목,고기,1,30~39,female,서비스,영업시간 월~토 16:00 ~ 23:00,02-518-9710,서울 강남구 영동대로129길 10 1층,삼성동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F80179EB9324B499EAF603362B21454FF,37.5190297,127.0564103,"투뿔목살(200g),특오겹살(200g),껍살(250g),표고버섯,오크라구이","18,000/18,000/20,000/6,000/6,000"
21306153,경천애인2237 삼성본점,고기,1,10~19,male,가격,영업시간 월~토 11:30 ~ 21:00 ,02-553-2237,서울 강남구 테헤란로 421 암천빌딩 3층,삼성동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F00A8A4CA59DC4D5E836524ED9004E05F,37.5059243,127.0525261,"경애등.안.채(150g),특안심(150g),꽃등심(150g),일품채끝(150g),소갈비살(120g)","45,500/49,500/46,500/46,500/47,500"
7891890,별양집,고기,1,10~19,male,가격,매일 12:00 ~ 06:00,02-501-2937,서울 강남구 테헤란로43길 17 지하1층 1층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F06A29EDFFEA044318A5E867CC7D8E920,37.5044113,127.043678,"특양구이(170g),대창구이(200g),곱창구이(150g),홍창구이,양념왕갈비,양밥","33,000/32,000/31,000/31,000/41,000/20,000"
13102233,세종한우 2호점,고기,1,10~19,male,가격,매일 00:00 ~ 24:00,02-516-3330,서울 강남구 논현로 642,논현동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFC9329E01F6241B18CCBA748E2F88C02,37.510997,127.0324864,"한우옛날불고기(보통),한우보신탕,한우차돌된장,한우육회비빔냉면,한우육회비빔밥","11,000/8,000/8,000/7,500/7,500"
8664636,곰바위,고기,1,10~19,female,맛,영업시간 매일 11:00 ~ 23:00,02-511-0068,서울 강남구 영동대로115길 10,삼성동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F01062A037898C30DE3,37.514868,127.0588155,"양,곱창국밥,곱창전골,특양구이(130g),막창구이(130g),대창구이(130g)","39,000/15,000/35,000/35,000/30,000/33,000"
20946094,강강술래 청담점,고기,1,10~19,female,맛,영업시간 매일 11:00 ~ 22:00,02-3443-3392,서울 강남구 도산대로 535 12층,청담동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F60129B08A0C042A29560F1BD03388D91,37.5251301,127.0519552,"왕양념갈비,술래양념구이,한돈양념구이,영양갈비탕,차돌된장찌개","43,000/34,000/19,000/13,000/9,000"
25115599,한성양갈비양꼬치 강남점,고기,1,10~19,female,주차,영업시간 매일 13:00 ~ 01:00,02-556-6692,서울 강남구 강남대로78길 25,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F33C652C5E9144BD0A0F9327D5CC34183,37.495444,127.0312848,"양다리(800g),양통갈비(600g),고급갈비(300g),양갈비살꼬치(10꼬치),양꼬치(10꼬치)","58,000/48,000/30,000/15,000/13,000"
27315574,삼육가 논현직영점,고기,1,10~19,female,가격,영업시간 매일 11:30 ~ 22:00 ,02-541-8055,서울 강남구 강남대로114길 8 지하1층1층,논현동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0FACB690A1F44ACA8C942221852277E,37.5056916,127.0250335,"꽃삼겹,꽃삼겹세트,꽃삼목세트,한우시골된장찌개,꽃목살,빠다꽃등심(150g)","17,000/40,000/58,000/8,000/18,000/33,000"
26565017,진대감 선릉점,고기,1,10~19,male,가격,영업시간 월~금 11:30 ~ 22:00 ,02-564-1253,서울 강남구 테헤란로70길 25,대치동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FABD15DAF12224E58B16553583EBB8728,37.504035,127.054009,"날치알볶음밥,한우차돌삼합,한우차돌박이,시원한묵사발,한우꽃게된장찌개,키조개관자장or새조개장비빔밥","5,000/28,000/28,000/8,000/10,000/10,000"
1508981188,잠수교집 5호점,고기,1,10~19,male,맛,영업시간 매일 11:30 ~ 22:00,02-543-0434,서울 강남구 언주로153길 14 1층,신사동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE07BA9E8401644A4AB19C2E2A72A223F,37.5227523,127.0320744,"급랭삼겹살,생삼겹살,급랭목살,명란오징어내장탕,시골청국장,얼큰순두부","14,000/15,000/14,000/8,500/8,500/8,500"
2015065724,세광양대창 논현점,고기,1,10~19,female,가격,영업시간 월~금 16:30 ~ 23:30,02-558-8484,서울 강남구 강남대로118길 12 부경빌딩 1층,논현동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F84F04C7BA5784C3F82E09E31077229DB,37.5063107,127.0247201,"대창구이(200g),막창구이(180g),특양구이(130g),소갈비(220g),양볶음밥(2인분량),김치우동","16,000/16,000/20,000/29,000/13,000/8,000"
1616270313,영동교집 청담직영점,고기,1,10~19,female,주차,영업시간 매일 11:30 ~ 01:00,02-543-5882,서울 강남구 선릉로148길 11 1층,청담동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA1F6EB7765E24738A28F6801BDF1395C,37.5226502,127.0405492,"흑돼지생상겹살(160g),제주산흑돼지삼겹살(160g),제주산삼겹살(160g),제주산장미항정(160g),한돈돼지꼬랑지(180g)","23,000/18,000/14,000/14,000/12,000"
263830255,강남곱,고기,1,10~19,male,분위기,영업시간 월~토 16:00 ~ 24:00,02-538-7592,서울 강남구 역삼로3길 12 1 2층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_993548515,37.494365,127.0315589,"모둠구이,황소곱창,대창구이,막창구이,특양구이,염통구이","26,000/27,000/27,000/25,000/28,000/18,000"
7857098,뜨락,고기,1,20~29,female,분위기,영업시간 매일 11:30 ~ 23:00,02-543-2987,서울 강남구 영동대로142길 13-3,청담동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F02062A03790628A4F9,37.5244111,127.0555506,"물냉면,비빔냉면,보리굴비,육전,육회,안심(130g)","12,000/12,000/35,000/42,000/42,000/56,000"
163803143,마초갈비 선릉역점,고기,1,40~49,male,맛,월~토 00:00 ~ 24:00,02-567-0903,서울 강남구 선릉로93길 11 1층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F36438470C0924E18B1D19185E4E640E5,37.5051535,127.0474349,"마초생갈비(250g),마초갈비(250g),마초왕갈비(350g),마초이동갈비(350g),마초매운등갈비(300g),생삼겹살(180g)","16,000/16,000/18,000/33,000/16,000/15,000"
8156521,한우리 본점,고기,1,30~39,female,주차,영업시간 월~금 11:30 ~ 21:00,02-545-3334,서울 강남구 도산대로 304,논현동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F03062A037898F60070,37.5211611,127.0347309,"런지한우로스편채와국수전골런치한우로스편채와샤브샤브,정식-한,정식-우,정식-리,한우곱창전골","33,000/43,000"
16683904,풍년집,고기,1,20~29,female,가격,영업시간 매일 11:00 ~ 24:00,02-539-9886,서울 강남구 논현로67길 63,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F53E188B7F92A4A68AB47607FBB454B2E,37.4927247,127.0348142,"참숯불소갈비살(200g),풍년밥상,된장찌개추가","17,000/7,000/5,000"
1780387311,국제수입식당 본점,고기,1,60~69,female,가격,영업시간 매일 11:00 ~ 23:00,02-554-5477,서울 강남구 논현로79길 62 지하1층,역삼동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4AE83C1F92764866AACF3A08A55B524C,37.4962769,127.0339656,"냉동삼겹살,벌집껍데기,돼지왕갈비,LA갈비,깻잎육회(150g)","5,000/6,000/8,000/10,000/12,000"
21401237,명인등심 압구정직영점,고기,1,40~49,male,맛,영업시간 매일 11:30 ~ 22:00 ,02-3446-5544,서울 강남구 도산대로 211,신사동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1292287156,37.5206153,127.0296925,"한우특등심(150g),한우육사시미(150g,한우특등심주물럭(150g),명인갈빗대곰탕,한우육회비빔밥","42,000/42,000/42,000/9,000/10,000"
1413701364,도쿄등심 압구정점,고기,1,60~69,female,맛,영업시간 매일 11:00 ~ 22:00 ,02-547-2260,서울 강남구 도산대로49길 9 스타크빌딩 3층,신사동,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0E57ABA8A24B4E9682B4B6FEB52C2098,37.5233516,127.0370558,"런치스페셜A코스(120g),런치스페셜B코스(120g),런치스페셜C코스(120g),런치스페셜시그니처코스(120g),디너스페셜A코스(120g),디너스페셜B코스(120g)","59,000/69,000/79,000/139,000/109,000/119,000"
